"p","K","rho_across","Method","Metric","Median","Q25","Q75"
20,3,0.3,"Inverse-Wishart","mse",0.0376226992130518,0.0332026368364253,0.0428436481858867
20,3,0.3,"Inverse-Wishart","log_score",-1.26798147704131,-1.99831504679275,-0.60074761000602
20,3,0.3,"Bayesian GL","mse",0.0261907028034931,0.0212463360950715,0.0281201019702372
20,3,0.3,"Bayesian GL","log_score",-1.0550532597941,-1.77131645316006,-0.591570273409023
20,3,0.3,"Adaptive Bayesian GL","mse",0.0193210002938648,0.0163665980613937,0.022437920426554
20,3,0.3,"Adaptive Bayesian GL","log_score",-0.896185444215469,-1.72343339607091,-0.582336720280136
20,3,0.3,"Bayesian FGL","mse",0.023672086119738,0.0215850125234896,0.0271515938293666
20,3,0.3,"Bayesian FGL","log_score",-1.05533183228799,-1.87890790406759,-0.623774912802504
30,3,0.3,"Sample Cov. Inverse","mse",0.0284365118111739,0.026976136866234,0.0457430086689075
30,3,0.3,"Sample Cov. Inverse","log_score",-0.704202606375111,-1.63929207314498,-0.512517063313851
30,3,0.3,"Inverse-Wishart","mse",0.0393427330021334,0.0348447139106091,0.0524404943959276
30,3,0.3,"Inverse-Wishart","log_score",-0.720864222111343,-1.504238023796,-0.48815126764343
30,3,0.3,"Bayesian GL","mse",0.0222524622643539,0.0184977592930334,0.0248550263358537
30,3,0.3,"Bayesian GL","log_score",-0.811546988570942,-1.24576142214145,-0.57246054990572
30,3,0.3,"Adaptive Bayesian GL","mse",0.0182895796351187,0.0148570497432678,0.020639692960828
30,3,0.3,"Adaptive Bayesian GL","log_score",-0.859139489944588,-1.14785516656455,-0.510584940658604
30,3,0.3,"Bayesian FGL","mse",0.0212898855629563,0.0187559075457977,0.0250981155522249
30,3,0.3,"Bayesian FGL","log_score",-0.869473103778408,-1.27976350172506,-0.554748089203688
50,3,0.3,"Sample Cov. Inverse","mse",0.0416535755588508,0.0384548141719978,0.0471418391743621
50,3,0.3,"Sample Cov. Inverse","log_score",-1.76510602407391,-2.90258340377765,-0.701342441814878
50,3,0.3,"Inverse-Wishart","mse",0.0427153305596064,0.0388569894286906,0.0465180647172907
50,3,0.3,"Inverse-Wishart","log_score",-1.40967279184372,-2.17781468401802,-0.539222498831123
50,3,0.3,"Bayesian GL","mse",0.0136953215043865,0.013014203487507,0.0156383847528765
50,3,0.3,"Bayesian GL","log_score",-0.723039495447892,-1.0750674174445,-0.444725522156386
50,3,0.3,"Adaptive Bayesian GL","mse",0.0123069276287491,0.0111684494532665,0.0133176261124218
50,3,0.3,"Adaptive Bayesian GL","log_score",-0.57213566716812,-0.98612611397476,-0.444291800548749
50,3,0.3,"Bayesian FGL","mse",0.0142105419123477,0.0130807356992921,0.0150331151253407
50,3,0.3,"Bayesian FGL","log_score",-0.717394166822521,-1.13249419602874,-0.439300900651211
5,5,0,"Sample Cov. Inverse","mse",0.00171118369296588,0.000943712316519608,0.00265851902134206
5,5,0,"Sample Cov. Inverse","log_score",-0.362945668257605,-0.733752614246009,-0.171092191852175
5,5,0,"Inverse-Wishart","mse",0.00306788459047919,0.00252046449782033,0.00397477420008477
5,5,0,"Inverse-Wishart","log_score",-0.359932300139905,-0.745085789260142,-0.172069102306054
5,5,0,"Bayesian GL","mse",0.00191167759439923,0.00179737001944443,0.00217715227276506
5,5,0,"Bayesian GL","log_score",-0.440570633024158,-0.761318030258388,-0.250414895261341
5,5,0,"Adaptive Bayesian GL","mse",0.00136450991630646,0.00118642350690665,0.0016741981778075
5,5,0,"Adaptive Bayesian GL","log_score",-0.380727169775616,-0.731054532623507,-0.180017842788911
5,5,0,"Bayesian FGL","mse",0.00270857943071228,0.00220596737875928,0.00331124117344935
5,5,0,"Bayesian FGL","log_score",-0.373374044196954,-0.749347980122855,-0.196089612905676
10,5,0,"Sample Cov. Inverse","mse",0.00566306198893798,0.0040252191032367,0.00690208909584069
10,5,0,"Sample Cov. Inverse","log_score",-0.346721010664648,-0.541581655750774,-0.144318069195871
10,5,0,"Inverse-Wishart","mse",0.00945879027722783,0.00770117690930632,0.0122704229568999
10,5,0,"Inverse-Wishart","log_score",-0.33426381125786,-0.524078909643044,-0.157096170587666
10,5,0,"Bayesian GL","mse",0.00519300366401153,0.00457750867406851,0.00672282238519539
10,5,0,"Bayesian GL","log_score",-0.255888072139171,-0.654601370826225,-0.123289929284444
10,5,0,"Adaptive Bayesian GL","mse",0.00274535600756081,0.00221211861396063,0.00358890290269297
10,5,0,"Adaptive Bayesian GL","log_score",-0.274031370322541,-0.533724876757327,-0.160884353195448
10,5,0,"Bayesian FGL","mse",0.00744369570274971,0.006307376286841,0.00952480763109078
10,5,0,"Bayesian FGL","log_score",-0.326936341826892,-0.512648355257329,-0.167875705723152
20,5,0,"Sample Cov. Inverse","mse",0.00946945410955118,0.00751484412018855,0.0120695144323383
20,5,0,"Sample Cov. Inverse","log_score",-0.319557378316912,-1.21790593888212,-0.0446513131197684
20,5,0,"Inverse-Wishart","mse",0.0130712800267878,0.0114394319183937,0.0169908318525895
20,5,0,"Inverse-Wishart","log_score",-0.298214510534823,-1.19461511752302,-0.047375499027225
20,5,0,"Bayesian GL","mse",0.00763785216154813,0.0065117969542513,0.00872626660714895
20,5,0,"Bayesian GL","log_score",-0.295422900977151,-0.981022850075105,-0.0610807368750161
20,5,0,"Adaptive Bayesian GL","mse",0.00389147269474255,0.0033574605004703,0.00469261282889091
20,5,0,"Adaptive Bayesian GL","log_score",-0.329410091197091,-0.973846417318307,-0.0229174705823612
20,5,0,"Bayesian FGL","mse",0.00879785807119008,0.00730020903680116,0.0101591946658946
20,5,0,"Bayesian FGL","log_score",-0.308155110328847,-1.21146756595662,-0.0503957907512791
30,5,0,"Sample Cov. Inverse","mse",0.0100498985922718,0.00803083493295412,0.0117458982541689
30,5,0,"Sample Cov. Inverse","log_score",-0.620055367952538,-1.46592897941532,-0.107243033709859
30,5,0,"Inverse-Wishart","mse",0.0139208188790031,0.0125097171640026,0.0154088829837157
30,5,0,"Inverse-Wishart","log_score",-0.573823323127372,-1.36220974018449,-0.153028868564847
30,5,0,"Bayesian GL","mse",0.00665898099783039,0.00606916307627092,0.00759604670421422
30,5,0,"Bayesian GL","log_score",-0.578014964404346,-1.10752328274543,-0.166723675335336
30,5,0,"Adaptive Bayesian GL","mse",0.00467385262806831,0.00419666230250872,0.00528551680991456
30,5,0,"Adaptive Bayesian GL","log_score",-0.3585392431775,-1.25547906545194,-0.18312635066891
30,5,0,"Bayesian FGL","mse",0.00758869137907266,0.00653880333117015,0.00808937713834973
30,5,0,"Bayesian FGL","log_score",-0.482915602666345,-1.30116128488079,-0.154814883636483
50,5,0,"Sample Cov. Inverse","mse",0.014639927981333,0.0135065071694819,0.0171111193909224
50,5,0,"Sample Cov. Inverse","log_score",-0.571499976605993,-2.25744987763645,0.259555926016776
50,5,0,"Inverse-Wishart","mse",0.01501006928689,0.0143537664288549,0.016505346748338
50,5,0,"Inverse-Wishart","log_score",-0.478251934127787,-1.36168808128269,0.0841099048540521
50,5,0,"Bayesian GL","mse",0.00464602098911435,0.00412048913458271,0.00527182719753054
50,5,0,"Bayesian GL","log_score",0.0105916154899983,-0.511038388547886,0.0901561946352381
50,5,0,"Adaptive Bayesian GL","mse",0.0037837691872906,0.00356928331420342,0.00433520077526752
50,5,0,"Adaptive Bayesian GL","log_score",-0.149323063132069,-0.506438806769678,0.0101560188755199
50,5,0,"Bayesian FGL","mse",0.0054813042181205,0.00518765772381922,0.00605220143017842
50,5,0,"Bayesian FGL","log_score",-0.0137489346091093,-0.625570616074535,0.0758688688236224
5,5,0.1,"Sample Cov. Inverse","mse",0.00193208921108631,0.0011143698901471,0.0035853226289076
5,5,0.1,"Sample Cov. Inverse","log_score",-0.726793644863214,-1.33364919112394,-0.463045808909384
5,5,0.1,"Inverse-Wishart","mse",0.00416335765730927,0.00343582789470659,0.00540435398271779
5,5,0.1,"Inverse-Wishart","log_score",-0.731107765268563,-1.39704804945643,-0.4628253231929
5,5,0.1,"Bayesian GL","mse",0.00235846029871136,0.00203965165948138,0.00281650057054418
5,5,0.1,"Bayesian GL","log_score",-0.684509116655116,-1.57196620052576,-0.417545355266609
5,5,0.1,"Adaptive Bayesian GL","mse",0.00174259372986566,0.00144702362842273,0.00204328554134201
5,5,0.1,"Adaptive Bayesian GL","log_score",-0.672324973307287,-1.54663615882716,-0.355013284175257
5,5,0.1,"Bayesian FGL","mse",0.00346369143369962,0.00290806778299716,0.00463346535341404
5,5,0.1,"Bayesian FGL","log_score",-0.728680608675053,-1.39343275571074,-0.461551589277031
10,5,0.1,"Sample Cov. Inverse","mse",0.00725674288970242,0.00516632901784923,0.00989017172409363
10,5,0.1,"Sample Cov. Inverse","log_score",-0.4563753657372,-0.889443746351582,-0.365400610519871
10,5,0.1,"Inverse-Wishart","mse",0.012873477025079,0.0102363231870432,0.015488656166598
10,5,0.1,"Inverse-Wishart","log_score",-0.436592325041701,-0.927789431922756,-0.355415463410331
10,5,0.1,"Bayesian GL","mse",0.00776821176389881,0.00695018393713045,0.00935750587275646
10,5,0.1,"Bayesian GL","log_score",-0.475989011276531,-0.990428244664485,-0.31172018395178
10,5,0.1,"Adaptive Bayesian GL","mse",0.00379684967051166,0.00310609740356261,0.00534578638694092
10,5,0.1,"Adaptive Bayesian GL","log_score",-0.430623991859342,-0.897839068978538,-0.303700312225971
10,5,0.1,"Bayesian FGL","mse",0.0097406833660974,0.00790158991008999,0.0114234832303454
10,5,0.1,"Bayesian FGL","log_score",-0.43142495184497,-0.945746749564627,-0.346833753500293
20,5,0.1,"Sample Cov. Inverse","mse",0.00916201645891498,0.00713633134657086,0.0136408402598173
20,5,0.1,"Sample Cov. Inverse","log_score",-0.595463952783258,-1.74191167987392,-0.249257755729313
20,5,0.1,"Inverse-Wishart","mse",0.0167650284999046,0.0136725731785044,0.0203409791640219
20,5,0.1,"Inverse-Wishart","log_score",-0.595276795233015,-1.50158962405049,-0.259823363647931
20,5,0.1,"Bayesian GL","mse",0.0102503125540836,0.00855227396836625,0.0114340779706386
20,5,0.1,"Bayesian GL","log_score",-0.494401702106132,-1.39041810719749,-0.271816426260002
20,5,0.1,"Adaptive Bayesian GL","mse",0.00581626577697815,0.00520028557454702,0.00675626877500456
20,5,0.1,"Adaptive Bayesian GL","log_score",-0.410707469433109,-1.1588598525388,-0.246293531866687
20,5,0.1,"Bayesian FGL","mse",0.0113458129290387,0.00933754530640939,0.0120382799874498
20,5,0.1,"Bayesian FGL","log_score",-0.53467656023401,-1.2433525013104,-0.251017630454131
30,5,0.1,"Sample Cov. Inverse","mse",0.0158270132594328,0.0122750688599414,0.0216317288519755
30,5,0.1,"Sample Cov. Inverse","log_score",-0.668955626642731,-1.68484233547053,-0.248546520246032
30,5,0.1,"Inverse-Wishart","mse",0.020852041624493,0.0182733268400635,0.0254414282127733
30,5,0.1,"Inverse-Wishart","log_score",-0.682012895292147,-1.45514841454215,-0.319232905313859
30,5,0.1,"Bayesian GL","mse",0.0100300924021755,0.00838384487313553,0.0112201492037739
30,5,0.1,"Bayesian GL","log_score",-0.682484795528961,-1.12601587010037,-0.307462697128389
30,5,0.1,"Adaptive Bayesian GL","mse",0.00693396508770927,0.00616653540287988,0.0078393245035438
30,5,0.1,"Adaptive Bayesian GL","log_score",-0.612562355641996,-1.05256700262194,-0.330977620041843
30,5,0.1,"Bayesian FGL","mse",0.0101442603826997,0.0093283397142128,0.0121075426496891
30,5,0.1,"Bayesian FGL","log_score",-0.678141683967661,-1.14365627451145,-0.279566621530164
50,5,0.1,"Sample Cov. Inverse","mse",0.0215633589484807,0.0188158330235239,0.0268827366099076
50,5,0.1,"Sample Cov. Inverse","log_score",-0.703847667759056,-1.51984331422289,-0.0644597665037752
50,5,0.1,"Inverse-Wishart","mse",0.0239694612332718,0.0206803891946561,0.0257868138427813
50,5,0.1,"Inverse-Wishart","log_score",-0.573096064223469,-1.1457457639672,-0.14188054771578
50,5,0.1,"Bayesian GL","mse",0.0073367244747524,0.00590609200392271,0.00828769930552057
50,5,0.1,"Bayesian GL","log_score",-0.325069643210844,-0.847262030523058,-0.133262429319203
50,5,0.1,"Adaptive Bayesian GL","mse",0.00594140408427065,0.00528134202017915,0.00671797802766605
50,5,0.1,"Adaptive Bayesian GL","log_score",-0.433208318076256,-1.00644122896286,-0.212788623974111
50,5,0.1,"Bayesian FGL","mse",0.00813952363907388,0.0071254943334751,0.0087102598003695
50,5,0.1,"Bayesian FGL","log_score",-0.475946851560822,-0.894763376688745,-0.128342829738602
5,5,0.3,"Sample Cov. Inverse","mse",0.00390360881423561,0.00225148202295024,0.00724381510738474
5,5,0.3,"Sample Cov. Inverse","log_score",-0.952786206734743,-1.55964175299547,-0.689038370780912
5,5,0.3,"Inverse-Wishart","mse",0.00833658557495777,0.00685785006105808,0.0110037633528706
5,5,0.3,"Inverse-Wishart","log_score",-0.963167268835961,-1.62281599450059,-0.688484923055008
5,5,0.3,"Bayesian GL","mse",0.00550993327160024,0.00481331461936936,0.0062992396816688
5,5,0.3,"Bayesian GL","log_score",-0.955348429247012,-1.6816106353519,-0.633494964486489
5,5,0.3,"Adaptive Bayesian GL","mse",0.0063327569481878,0.00469610598027907,0.00790760674126511
5,5,0.3,"Adaptive Bayesian GL","log_score",-0.963536554105014,-1.84338886234681,-0.610089499045477
5,5,0.3,"Bayesian FGL","mse",0.00713805343814284,0.00591441352034429,0.00912293244425865
5,5,0.3,"Bayesian FGL","log_score",-0.96444924545637,-1.66600865563991,-0.684271269374638
10,5,0.3,"Sample Cov. Inverse","mse",0.00966643171059318,0.0077004647414962,0.014414441239708
10,5,0.3,"Sample Cov. Inverse","log_score",-0.578397345318833,-1.14227456880341,-0.459708068955724
10,5,0.3,"Inverse-Wishart","mse",0.0192283460488301,0.0159796548789305,0.0253020872872855
10,5,0.3,"Inverse-Wishart","log_score",-0.594430871339158,-1.15781994678592,-0.456614949749357
10,5,0.3,"Bayesian GL","mse",0.0143250784639343,0.0113177694253647,0.0159660282323789
10,5,0.3,"Bayesian GL","log_score",-0.586014740023483,-1.24483549156775,-0.452867973904329
10,5,0.3,"Adaptive Bayesian GL","mse",0.0096085824395603,0.00785895015535992,0.0122618284029958
10,5,0.3,"Adaptive Bayesian GL","log_score",-0.644362413729641,-1.2150076650685,-0.374458558672599
10,5,0.3,"Bayesian FGL","mse",0.0141996684859923,0.0127610623107292,0.0192752409543104
10,5,0.3,"Bayesian FGL","log_score",-0.589752788359714,-1.21010889238134,-0.436784346517768
20,5,0.3,"Sample Cov. Inverse","mse",0.0169850915809106,0.0141242154935313,0.0229145049895902
20,5,0.3,"Sample Cov. Inverse","log_score",-1.02502603077221,-2.3373878567309,-0.534692977700831
20,5,0.3,"Inverse-Wishart","mse",0.0267754893925996,0.0243276679768477,0.031022561392693
20,5,0.3,"Inverse-Wishart","log_score",-0.992190311533295,-2.30436860185848,-0.500288203751564
20,5,0.3,"Bayesian GL","mse",0.0176982036990649,0.0160496783714161,0.0204797946713331
20,5,0.3,"Bayesian GL","log_score",-0.795179469327047,-2.2940105824043,-0.592717942229663
20,5,0.3,"Adaptive Bayesian GL","mse",0.0117383534162526,0.0107589121521138,0.0128714403251502
20,5,0.3,"Adaptive Bayesian GL","log_score",-0.771252455587466,-2.29865555710178,-0.534296558422673
20,5,0.3,"Bayesian FGL","mse",0.0163714085786108,0.0148912608876131,0.0171111770824843
20,5,0.3,"Bayesian FGL","log_score",-0.81512772590742,-2.30872528980675,-0.53484165210135
30,5,0.3,"Sample Cov. Inverse","mse",0.0235801238655241,0.0195935661372015,0.0366953385092417
30,5,0.3,"Sample Cov. Inverse","log_score",-0.780013497537786,-1.59029294394075,-0.359938252343841
30,5,0.3,"Inverse-Wishart","mse",0.0323340268797244,0.0281013048095232,0.0423461792681174
30,5,0.3,"Inverse-Wishart","log_score",-0.73920089308598,-1.44569350102048,-0.45215286735847
30,5,0.3,"Bayesian GL","mse",0.0171959080436371,0.0140457406231773,0.0188605222576737
30,5,0.3,"Bayesian GL","log_score",-0.773691079258006,-1.35997161741917,-0.519024503973286
30,5,0.3,"Adaptive Bayesian GL","mse",0.0128054861714546,0.0109463062783893,0.0144258047926201
30,5,0.3,"Adaptive Bayesian GL","log_score",-0.784362750796445,-1.25444722074665,-0.483105792315639
30,5,0.3,"Bayesian FGL","mse",0.0161040663479187,0.0146417704863196,0.0203002888872641
30,5,0.3,"Bayesian FGL","log_score",-0.781600347407101,-1.32323731808508,-0.479201837537419
50,5,0.3,"Sample Cov. Inverse","mse",0.0400231975925148,0.0291170434695905,0.0432964782610025
50,5,0.3,"Sample Cov. Inverse","log_score",-0.703657303150607,-1.48690977778075,-0.207367598133115
50,5,0.3,"Inverse-Wishart","mse",0.0395590814727032,0.0326449071455323,0.043365584561049
50,5,0.3,"Inverse-Wishart","log_score",-0.665414789739053,-1.19981999320011,-0.352854774695027
50,5,0.3,"Bayesian GL","mse",0.0117123009970406,0.0102475974717862,0.0143446180374693
50,5,0.3,"Bayesian GL","log_score",-0.43462450215323,-1.19168189590073,-0.320712450024395
50,5,0.3,"Adaptive Bayesian GL","mse",0.0104617638733965,0.00897356452717575,0.0121702603722545
50,5,0.3,"Adaptive Bayesian GL","log_score",-0.52776099242416,-1.11184558471256,-0.303782197329056
50,5,0.3,"Bayesian FGL","mse",0.0122146683957586,0.0109792360170277,0.0142549955940966
50,5,0.3,"Bayesian FGL","log_score",-0.484343204840493,-1.11837584092575,-0.335831265411267
